"post"|"label"|"label_100k"|"label_600k"|"label_50k_best"
"320"|"@Tomasone #632 Cerrar @ ADELE_ # 545 Tu no te hagas tampoco ilusiones, que en kta calle se cobra menos @Tomasone #625 Cerrar @ ADELE_ # 556 Pero tu tranquila, que tu oficio seguirá @Tomasone #624 Cerrar @ FURILO # 570 Jajajaja, miy bueno @Tomasone #623 Cerrar @ ADELE_ # 571 Cobras tus servicios con tarjeta, y los deciaras? Pensaba que todas cobrabais en efectivo Apártense, señores. El hermano de Ayuso está a punto de reventar de la rabia y lo a a poner todo perdido."|0|1|0|"1"
"321"|"@_Placebo72 #604 Cerrar @ ntl # 584 Aaaahhh. Qué el PP prometió cambiarlo y pudo cambiarlo cuando gobernaba y no lo hizo? Y por qué cree usted que no lo hizo? No será, por casualidad, para que desde ese mismo CGPJ nombraban a jueces tipo Hurtado, no? En #584 Cerrar @ _Placebo72 # 477 El pp prometió cambiarlo y no lo hizo porque es una mafia. El psoe pudo cambiarlo y no lo hizo porque es una mafia. Ahora todos los que defendieron que volvieran a repartirse los jueces a llorar acusando de jueces corruptos. he dicho no lo hizo porque es una mafia. En #604 Cerrar @ ntl # 584 Aaaahhh. Qué el PP prometió cambiarlo y pudo cambiarlo cuando gobernaba y no lo hizo? Y por qué cree usted que no lo hizo? No será, por casualidad, para que desde ese mismo CGPJ nombraban a jueces tipo Hurtado, no? dices por qué cree usted que no lo hizo?. Mira: hasta luego Lucas."|0|1|0|"1"
"322"|"@ADELE_ #245 Cerrar @ JIMA # 233 No, ahora los rojos vamos a votar a Vox. Es que de repente nos gusta su alegre franquismo, no sé. a tí todo te parece alegre, sobre todo si te lo inventas. Ya sabemos que vas a votar a SUMAR, no te enrolles."|0|1|1|"1"
"323"|"Yo de Ayuso no pegaba un polvo ni a oscuras. Esta el comando de la LOLA y el Villarejo sacándole el polvo a la cámara con infrarrojos."|0|0|0|"0"
"324"|"Espero que el señor Aznar ,Rajoy,y Feijóo vayan a la Manifestación con el Martillo que hicieron desaparecer las pruebas al Juez de la trama de corrupción de la cúpula del PP, porque entonces esa manifestación sería una gran Mafia ilegal."|0|1|1|"1"
"325"|"@Httph #204 Cerrar Es que es un deporte Vasco hombre! Porque le queréis quitar la gloria? Lo Justo es que jueguen con la selección vasca. Si la selección de España es un meme, formada por 6 vascos, un navarro vascofono y un catalán hijo de vascos. España es quien no pinta nada ahí Y para qué quieren una selección vasca de pelota vasca si en la selección española de pelota vasca ya son todos vascos?.... Van a jugar vascos contra vascos. No te parece absurdo?...."|0|1|0|"1"
"326"|"Lo del watergate es un chiste comparado con estas chapuzas. Y no pasa nada."|0|1|1|"1"
"327"|"Procedería la prisión provisional incomunicada si no dimite, ya que hay un grave riesgo de contaminación de la causa, puesto que el encausado es el jefe de todos los fiscales, un hecho anómalo y sin precedentes en ningún país democrático."|0|1|0|"1"
"328"|"El pchoe es un partido que debería ser ilegalizado. Lo de Griñan fue la guinda y, como ven, la cosa continúa. Es su modus operandi: la corrupción. A la masa la distraen con el deporte. Muchos triunfos mientras ellos se dedican a lo suyo."|0|1|1|"1"
"329"|"@ADELE_ #571 Cerrar @ No_mas_politicos # 544 Ah, usted también defraudó 350000 euros a Hacienda, como el novio de Ayuso? Pues yo no, la verdad. Cobras tus servicios con tarjeta, y los deciaras? Pensaba que todas cobrabais en efectivo"|0|1|0|"1"
"330"|"Pero cuanta gentuza junta! Y se llaman políticos!"|1|1|1|"1"
"331"|"SI TODOS LOS PARTIDOS SON CORRUPTOS ¿PARA QUE LES VOTAMOS ENTONCES?"|0|1|1|"1"
"332"|"Cuando llegue el momento, que se presente la selección de Canarias. Que rabien esas hienas ."|1|0|0|"1"
"333"|"Yo solo sé que las industrias de armas, sean de un lado o del otro, necesitan tener enemigos para crecer. Es decir, creo que la OTRAN necesita que R sea enemiga de E, y E necesita ser enemiga de R. Son negocios... Y quizás un teatro, en el que se paga entrada con dinero y con muertos.7.17 y me hago copia"|0|1|0|"1"
"334"|"@2012pepes #582 Cerrar @ nifacha_niwoke # 527 Es aún más simple. No tiene que elegir nada. Son dos delitos distintos, cada uno con su juicio independiente. Que el fiscal sea culpable del delito o no se hubiera metido en cometerlo no habría influido en nada del juicio del presunto defraudador. Es muy fácil. El fiscal hace su trabajo, no hace política con su cargo, y deja actuar a la justicia. ¿Sabe usted que la Constitución aboga por la independencia judicial? ¿Sabe que esa norma es fundamental en todas las democracias del mundo? correcto. Un fiscal debe de velar por la presunción de inocencia y perseguir el delito, ya está su señoría para dictar el fallo. Lo que se hizo desde la fiscalía fue poner en las patas de los caballos a un presunto defraudador sin ser condenado por ello, a sabiendas que era pareja de una rival política. Se hizo con premetidacion y alevosía, intentando dañar a una persona por el mero hecho de destruirla políticamente. Esa no es la función de un fiscal y si lo ven normal es un serio problema democrático. Un saludo"|0|0|0|"1"
"335"|"El inquilino de La Moncloa ha usado más vaselina en dos años que todos los que han pasado por las saunas del suegro en 30 años..."|1|1|1|"1"
"336"|"@tienesrazon #628 Cerrar ¿Y por qué Europa no hace nada?. ¿Ven normal que un Fiscal General del Estado esté procesado por revelación de secretos y no dimita?. ¿Ven normal que todo un Gobierno ataque al Poder Judicial e insulte a los jueces?. ¿Éso es normal en una democracia dentro de la UE?. Por favor, que vergüenza. si no lo hizo con el PP tampoco lo hará con PSOE ."|0|1|0|"1"
"337"|"@Amomos #69 Cerrar Pobre hombre. Van a por él por ser la pareja de Ayuso. No le han dejado zanjarlo con hacienda para meterlo en la cárcel si pueden. Este autócrata va a por todas. Pobre hombre, ya no te dejan ni defraudar 350000 euros a Hacienda. Esto parece Venezuela, o Algete."|0|1|1|"1"
"338"|"Todo pesa y usted debe saber que el magistrado Hurtado en la GURTEL no entendía lo que era 'M. Rajoy', sí, es el mismo. Además cuando M. Rajoy fue a testificar forzó a que le pusieran al mismo nivel de tarima que los Magistrados que allí estaban... Y recuerde usted que hace nada otro juez, Peinado, fue a La Moncloa y exigió rotundamente que le elevaran a él en una tarima que debía estar por encima del Ministro de Justicia al que preguntaba... Por cierto este magistrado Hurtado es el que se escaqueó en firmar la condena al PP de la GURTEL... todo pesa. HAGA USTED LAS CONEXIONES, ES MUY FÁCIL."|0|1|1|"1"
"339"|"@duncan_idaho #362 Cerrar @ ADELE_ # 349 Ja, ja. Qué gracioso, Silvia ¿O eras Leire? No, no es gracioso. Hoy la Audiencia Provincial de Madrid ha CONDENADO a El Mundo y a su director @JqManso a rectificar los bulos que publicaron sobre Silvia Intxaurrondo y a pagar las costas de ambos juicios. Tienen 3 días para hacerlo."|0|0|0|"1"
"340"|"Duerme Pedrito, duérmete ya, que viene la UCO y te llevará. Duerme Pedrito, duérmete ya, que viene Ayuso y te comerá. Tic-tac, tic-tac"|0|1|0|"1"
"341"|"@Ok1 #25 Cerrar Ayuso es lo único que les queda a los sinverguenzas del PSOE... Habría que investigar a las parejas de los 23 ministros, a ver so resisten el mismo análisis que el de la pareja de Ayuso... Y a veo al pseudoperiodista Xabier Fortes de 24 horas TVE, va a estar meses sacando el asunto cada día, no tiene otro argumento al que agarrarse frente a la corrupción del partido socialista. El novio de Ayuso será juzgado ipso facto, él no es aforado como los sinverguenzas de los amiguitos de Sánchez. Me pregunto qué argumentos tendrán luego los pseudoperiodistas al servicio de Tele Sánchez??? @Ok1 #25 Cerrar Ayuso es lo único que les queda a los sinverguenzas del PSOE... Habría que investigar a las parejas de los 23 ministros, a ver so resisten el mismo análisis que el de la pareja de Ayuso... Y a veo al pseudoperiodista Xabier Fortes de 24 horas TVE, va a estar meses sacando el asunto cada día, no tiene otro argumento al que agarrarse frente a la corrupción del partido socialista. El novio de Ayuso será juzgado ipso facto, él no es aforado como los sinverguenzas de los amiguitos de Sánchez. Me pregunto qué argumentos tendrán luego los pseudoperiodistas al servicio de Tele Sánchez??? pues haga lo mismo con las de el Pp y estoy con usted..incluidos familias"|0|1|0|"1"
"342"|"Pero qué fauna, nen..."|0|1|1|"1"
"343"|"Ayuso lanza una divertida campaña para marquesinas de autobuses: Yo con el fraude fiscal, ¿y tú?. Con una pícara foto de nuestra presidenta guiñando un ojo."|0|1|1|"1"
"344"|"@conmundo #580 Cerrar El socialismo en argentina...asesino al fiscal nisman porque estaba fuera De la corrupción...buscaba corruptos. Aquí vive entre corruptos....¿o es ciego o es cómplice? Adivinen Por qué no se va a Argentina ya que tanto le gusta ser gobernado por los fasc-tas criptoestafadores?"|0|1|1|"1"
"345"|"Cuando te llaman islamofobo, no es un insulto, es algo que yo soy y con mucho agrado."|1|1|0|"1"
"346"|"Disculpen a @ADELE_ #221 Cerrar @ Toma_Asiento # 190 Tiene que ver con que los familiares de las 228 víctimas de Mazón siguen esperando que se haga justicia, o que por lo menos Mazón se reúna con ellas. , hoy no ha tomado la medicación y con esta noticia está especialmente rabioso. No contesten, pulsen el botón de denunciar y a otra cosa mariposa."|0|1|0|"1"
"347"|"@pidoturno #27 Cerrar Espero que ningún español se presente a ese partido. Pues lo siento ... pero ellos sí ... o sea que algún español se presentará ..."|0|1|0|"1"
"348"|"Si se encargan bien de quedar a todos bien enchufados y que cuando cambia el gobierno no los pueda echar , lo esta haciendo tambien en el gobierno central , si algun dia conseguimo sacarle de ahi , tendra caballos de troya metidos en todos los sitio"|0|1|0|"1"
"349"|"@Segistobre #488 Cerrar Para la derechona es más importante la filtración, de la que no hay aún certeza quién la hizo, que el fraude del novio de La Frutera. Para la izquierdona es más importante una inspección fiscal que el robo de cientos de millones en mascarillas. Pero ya tenéis antecedentes, ¿recuerdas cuando veíais mucho más grave el robo de unas cremas que el robo de 680 millones de los EREs?."|0|1|0|"1"
"350"|"@Casilda #359 Cerrar @ Con_tres_000 # 333 pillín y como sabes eso ???. Te habrá visto pir allí."|0|1|1|"1"
"351"|"@juanatila #37 Cerrar @ Pirulas3 # 29 Cuando no se tienen argumentos, que tonterías se escriben, esos pequeños vienen de unos países en la más completa miseria, se tienen que integrar en otro desde cero, aún así viven mucho mejor que en el suyo señor pirulas, venga leete el último informe de los bolcheviques de JP Morgan sobre la economía española y seguro que tus bilis siguen alteradas, tienes que entender que integrar miles de inmigrantes tiene estas contraindicaciones, pero da igual tú intenta hacer tu trabajo intoxicando que no sirve para nada. ... En países donde esos grandes patrocinadores de las ultraderechas colocan a los más corruptos gobernantes para seguir expoliando a gusto. De paso garantizar esas migraciones masivas que tanto ayudan a las ultraderechas...Esos récords de megabeneficios multimilmillonarios de esas grandes empresas del ibex y multinacionales, son a costa del consumo del resto. Peeeero no quieren pagar más impuestos ni mejorar las condiciones laborales ni subir salarios. Cuando el inútil de Sánchez le haga caso a Yolanda Díaz y se atreva a aplicar las políticas de máximos de beneficios empresariales que llevan décadas funcionando en la Europa del norte. Entonces igual se solucionarían muchos problemas."|0|1|1|"1"
"352"|"@tienesrazon #231 Cerrar Ningún rojo responde al # 131 porque solo les sale criiii criiii criiii... Dicen que hay un hombre más cobarde que tienesrazon. ¿Ustedes lo conocen? Yo no."|0|1|1|"1"
"353"|"@228dead #235 Cerrar jose maría olmo periodista del digital de la extrema derecha el confidencia ha sido acusado susceptiblemente por el abogado que ha sido espiado en este affaire como el que le ha puesto micrófonos en su despacho, mmm, esto se pone interesante, porque publicar conversaciones privadas de abogados con sus clientes es un delito grave de prisión y espero que así sea con qué cliente estaba? Sobre qué caso? No a las religiones no al socialismo"|0|1|0|"1"
"354"|"@Fakejo #418 Cerrar El titular es noticia y opinión?? Es vergonzoso el nivel al que ha llegado este diario...le quedaba poca credibilidad ...ahora ya da lastima ver en qué se ha convertido.. , entonces, que? Miramos para otro lado, metemos la cabeza bajo tierra como los avestruces. Este pais es un circo de políticos, de tres al cuarto y ahora le ha tocado a éstos. La imagen es lamentable y por supuesto que hay que denunciarlo, como en su día se denunció la Gurtel, los ERE y todos las cloacas, fontanería y electricidad que haya. Algunos no se quitan la bufanda de la ideología ni para ir al cuarto de baño. Estas cosas se denucian y deberían denuciarse por los de la oposición, como por los hooligans. Nada de justificar, culpar a otros, ni tapar con paguitas y ayudas."|0|1|1|"1"
"355"|"¿Esta fontanera socialista es la que controla el voto por correo?"|0|1|1|"1"
"356"|"Tranquis todos , está Pumpido"|0|1|1|"1"
"357"|"La tal Leire es la versión femenina del Amado Lider. Narcisista, agresiva, mentirosa y manipuladora. La pillan ofreciendo a acusados beneficios de jueces y fiscales si pasan información contra la UCO y dice que es que está escribiendo un libro. Nos toman a los ciudadanos por militantes del PSOE."|1|1|0|"1"
"358"|"Sánchez ha convertido España en un estado corrupto y fallido, una película de Torrente. Patético. Triste."|1|1|1|"1"
"359"|" La selección de pelota de Euskadi celebra que se enfrentará a España por primera vez el 4 de junio gracias a Sánchez FALSO. Lo que se celebra es competir internacionalmente. Espero ir a ver algunos partidos y si me coincide ver el enfrentamiento entre Euskadi y España, preferiré que gane Euskadi, pero aplaudiré los tantos bonitos de cualquier equipo, como siempre he hecho en pelota"|0|0|0|"0"
